2025-12-28T11:27:21.028578 | 127.0.0.1 | GET | / | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.059465
2025-12-29T14:55:27.849190 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000468
2025-12-29T14:55:28.298923 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002588
2025-12-29T14:55:28.766830 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002781
2025-12-29T14:55:29.224190 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000814
2025-12-29T14:55:29.701546 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002966
2025-12-29T14:55:30.137884 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.00104
2025-12-29T14:55:30.648865 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000674
2025-12-29T14:55:31.104666 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002597
2025-12-29T14:55:31.579745 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003942
2025-12-29T14:55:32.036366 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.0007
2025-12-29T14:55:32.519889 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000573
2025-12-29T14:55:32.968742 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000783
2025-12-29T14:55:33.455925 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002959
2025-12-29T14:55:33.898445 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003434
2025-12-29T14:55:34.331432 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000833
2025-12-29T14:55:34.788155 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.00348
2025-12-29T14:55:35.237059 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000918
2025-12-29T14:55:35.705507 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003312
2025-12-29T14:55:36.151548 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003027
2025-12-29T14:55:36.635920 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000718
2025-12-29T14:55:37.100727 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003192
2025-12-29T14:55:37.594937 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003652
2025-12-29T14:55:38.080527 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003475
2025-12-29T14:55:38.538986 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003674
2025-12-29T14:55:39.001541 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003102
2025-12-29T14:55:39.458910 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000722
2025-12-29T14:55:39.928782 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003255
2025-12-29T14:55:40.389795 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.001049
2025-12-29T14:55:40.812590 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.001054
2025-12-29T14:55:41.269463 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002747
2025-12-29T14:55:41.750131 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000792
2025-12-29T14:55:42.201717 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.001195
2025-12-29T14:55:42.667620 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000516
2025-12-29T14:55:43.137005 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.001059
2025-12-29T14:55:43.624301 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003047
2025-12-29T14:55:44.066003 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.004082
2025-12-29T14:55:44.557747 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002691
2025-12-29T14:55:45.009233 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.005424
2025-12-29T14:55:45.468570 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000741
2025-12-29T14:55:45.902374 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002576
2025-12-29T14:55:46.355273 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.004048
2025-12-29T14:55:46.818897 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000728
2025-12-29T14:55:47.258872 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.004937
2025-12-29T14:55:47.737075 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000577
2025-12-29T14:55:48.183510 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.004283
2025-12-29T14:55:48.684733 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002622
2025-12-29T14:55:49.143596 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.001372
2025-12-29T14:55:49.626713 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000697
2025-12-29T14:55:50.090359 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003216
2025-12-29T14:55:50.564171 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000999
2025-12-29T14:55:51.018559 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002863
2025-12-29T14:55:51.457125 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000777
2025-12-29T14:55:51.914545 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.001582
2025-12-29T14:55:52.375903 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.004377
2025-12-29T14:55:52.836532 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000733
2025-12-29T14:55:53.301703 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.00388
2025-12-29T14:55:53.786845 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002684
2025-12-29T14:55:54.334089 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000683
2025-12-29T14:55:54.848486 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.003373
2025-12-29T14:55:55.334568 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002832
2025-12-29T18:01:49.753830 | 127.0.0.1 | GET | / | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.007384
2025-12-29T18:01:51.205148 | 127.0.0.1 | GET | / | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.00026
2025-12-29T18:01:53.289387 | 127.0.0.1 | GET | /dashboard | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.002881
2025-12-29T18:17:54.544827 | 127.0.0.1 | GET | /health | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000159
2025-12-29T18:18:15.238743 | 127.0.0.1 | GET | /contact | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000155
2025-12-29T18:18:35.965171 | 127.0.0.1 | GET | /home | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.007266
2025-12-29T18:19:30.074627 | 127.0.0.1 | GET | /login | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000132
2025-12-29T18:20:00.916282 | 127.0.0.1 | GET | /search | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000144
2025-12-29T18:20:16.880814 | 127.0.0.1 | GET | /admin/users | 403 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 5e-05
2025-12-29T19:17:21.362147 | 127.0.0.1 | GET | /admin/users | 403 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000192
2025-12-29T19:17:26.189938 | 127.0.0.1 | GET | /search | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 7.2e-05
2025-12-29T19:17:32.927871 | 127.0.0.1 | GET | /login | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 6.5e-05
2025-12-29T19:17:35.998432 | 127.0.0.1 | GET | /login | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 8.9e-05
2025-12-29T19:23:50.176150 | 127.0.0.1 | GET | / | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.004875
2025-12-29T19:24:22.443963 | 127.0.0.1 | GET | /' or 1 =1'-- | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000101
2025-12-29T19:28:29.338014 | 127.0.0.1 | GET | /' or 1 =1'-- | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 5.5e-05
2025-12-29T19:41:47.753832 | 127.0.0.1 | GET | / | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.007054
2025-12-29T19:42:15.818474 | 127.0.0.1 | GET | /login | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 8.4e-05
2025-12-29T19:43:49.229767 | 127.0.0.1 | GET | /admin/user | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000177
2025-12-29T19:43:52.639228 | 127.0.0.1 | GET | /admin/users | 403 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000121
2025-12-29T21:56:19.106933 | 127.0.0.1 | GET | /login | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0 | 0.000183
2025-12-29T22:03:23.653321 | 127.0.0.1 | GET | /login | user=admin%27%20-- | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:03:35.315130 | 127.0.0.1 | GET | / |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:03:35.425862 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:03:42.084776 | 127.0.0.1 | GET | / |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:03:42.167703 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:03:56.120966 | 127.0.0.1 | GET | /dashboard |  | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:02.358317 | 127.0.0.1 | GET | /dashboard |  | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:09.452458 | 127.0.0.1 | GET | / |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:09.545549 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:11.434159 | 127.0.0.1 | GET | /dashboard |  | 404 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:20.013524 | 127.0.0.1 | GET | /status-page |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:27.427963 | 127.0.0.1 | GET | / |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:27.528102 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:04:58.251324 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:05:28.245288 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:05:58.243332 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:06:28.239381 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:06:58.239506 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:07:28.241648 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:07:58.251157 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:08:39.251094 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:09:39.239636 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:10:39.245908 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:11:39.242139 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-29T22:12:39.250303 | 127.0.0.1 | GET | /api/stats |  | 200 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
